zip,lat,lng,city,timezone
50149,41.1512,-94.08194,Lorimor,America/Chicago
50150,41.12771,-92.97404,Lovilia,America/Chicago
50151,41.08074,-93.49717,Lucas,America/Chicago
50152,41.96873,-93.81765,Luther,America/Chicago
50153,41.57669,-92.80033,Lynnville,America/Chicago
50154,42.17625,-93.39068,McCallsburg,America/Chicago
50155,41.21288,-94.19713,Macksburg,America/Chicago
50156,41.90349,-93.80001,Madrid,America/Chicago
50157,41.74545,-92.56183,Malcom,America/Chicago
50158,42.05016,-92.90143,Marshalltown,America/Chicago
50160,41.37385,-93.7387,Martensdale,America/Chicago
50161,41.84764,-93.39914,Maxwell,America/Chicago
50162,41.92563,-93.06781,Melbourne,America/Chicago
50163,41.2223,-93.24101,Melcher Dallas,America/Chicago
50164,41.49921,-94.42176,Menlo,America/Chicago
50165,40.84808,-93.30937,Millerton,America/Chicago
50166,41.28289,-93.42629,Milo,America/Chicago
50167,41.74613,-94.04871,Minburn,America/Chicago
50168,41.77725,-93.27248,Mingo,America/Chicago
50169,41.65617,-93.35062,Mitchellville,America/Chicago
50170,41.52911,-93.11546,Monroe,America/Chicago
50171,41.58434,-92.52584,Montezuma,America/Chicago
50173,41.97461,-92.71044,Montour,America/Chicago
50174,41.03723,-93.96167,Murray,America/Chicago
50201,42.03337,-93.44434,Nevada,America/Chicago
50206,42.25018,-93.18941,New Providence,America/Chicago
50207,41.43344,-92.6381,New Sharon,America/Chicago
50208,41.71129,-93.03924,Newton,America/Chicago
50210,41.18998,-93.6978,New Virginia,America/Chicago
50211,41.45614,-93.6887,Norwalk,America/Chicago
50212,42.03515,-94.05996,Ogden,America/Chicago
50213,41.03292,-93.76557,Osceola,America/Chicago
50214,41.46246,-93.05528,Otley,America/Chicago
50216,41.69798,-94.35023,Panora,America/Chicago
50217,42.17206,-94.24984,Paton,America/Chicago
50218,41.34844,-93.87755,Patterson,America/Chicago
50219,41.42243,-92.90132,Pella,America/Chicago
50220,41.8366,-94.12293,Perry,America/Chicago
50222,41.21701,-93.95369,Peru,America/Chicago
50223,42.17117,-94.02831,Pilot Mound,America/Chicago
50225,41.3823,-93.27103,Pleasantville,America/Chicago
50226,41.79716,-93.70566,Polk City,America/Chicago
50227,42.59388,-93.42818,Popejoy,America/Chicago
50228,41.57008,-93.24154,Prairie City,America/Chicago
50229,41.37416,-93.77906,Prole,America/Chicago
50230,42.30655,-93.44718,Radcliffe,America/Chicago
50231,42.23765,-93.60257,Randall,America/Chicago
50232,41.55761,-92.96868,Reasnor,America/Chicago
50233,41.61221,-94.21095,Redfield,America/Chicago
50234,41.89165,-93.17916,Rhodes,America/Chicago
50235,41.92974,-94.20873,Rippey,America/Chicago
50236,42.1675,-93.4834,Roland,America/Chicago
50237,41.54238,-93.36859,Runnells,America/Chicago
50238,40.97124,-93.17502,Russell,America/Chicago
50239,42.14431,-93.20144,Saint Anthony,America/Chicago
50240,41.29368,-93.796,Saint Charles,America/Chicago
50241,41.30771,-93.73368,Saint Marys,America/Chicago
50242,41.56332,-92.69428,Searsboro,America/Chicago
50243,41.86457,-93.6967,Sheldahl,America/Chicago
50244,41.85083,-93.65126,Slater,America/Chicago
50246,42.28411,-93.78198,Stanhope,America/Chicago
50247,42.01832,-93.1665,State Center,America/Chicago
50248,42.19256,-93.61297,Story City,America/Chicago
50249,42.26991,-93.89973,Stratford,America/Chicago
50250,41.48088,-94.34062,Stuart,America/Chicago
50251,41.56883,-92.87007,Sully,America/Chicago
50252,41.45881,-93.31518,Swan,America/Chicago
50254,40.99045,-94.06917,Thayer,America/Chicago
50255,41.45593,-92.33207,Thornburg,America/Chicago
50256,41.2664,-92.91114,Tracy,America/Chicago
50257,41.19092,-93.85048,Truro,America/Chicago
50258,42.22781,-93.07788,Union,America/Chicago
50261,41.47014,-93.92286,Van Meter,America/Chicago
50262,40.85625,-93.82091,Van Wert,America/Chicago
50263,41.60391,-93.87989,Waukee,America/Chicago
50264,40.89919,-93.70071,Weldon,America/Chicago
50265,41.55129,-93.73821,West Des Moines,America/Chicago
50266,41.56323,-93.81107,West Des Moines,America/Chicago
50268,41.40695,-92.36227,What Cheer,America/Chicago
50269,42.26236,-93.01064,Whitten,America/Chicago
50271,42.48444,-93.54489,Williams,America/Chicago
50272,41.08809,-93.25682,Williamson,America/Chicago
50273,41.32838,-94.05606,Winterset,America/Chicago
50274,41.38261,-94.85756,Wiota,America/Chicago
50275,41.04375,-93.58852,Woodburn,America/Chicago
50276,41.85997,-93.923,Woodward,America/Chicago
50277,41.77867,-94.347,Yale,America/Chicago
50278,42.1528,-93.29926,Zearing,America/Chicago
50309,41.58448,-93.62152,Des Moines,America/Chicago
50310,41.62777,-93.67297,Des Moines,America/Chicago
50311,41.601,-93.67335,Des Moines,America/Chicago
50312,41.58064,-93.67622,Des Moines,America/Chicago
50313,41.65538,-93.62287,Des Moines,America/Chicago
50314,41.6049,-93.63102,Des Moines,America/Chicago
50315,41.5449,-93.62063,Des Moines,America/Chicago
50316,41.60877,-93.59775,Des Moines,America/Chicago
50317,41.61572,-93.54881,Des Moines,America/Chicago
50319,41.59115,-93.60314,Des Moines,America/Chicago
50320,41.53208,-93.57217,Des Moines,America/Chicago
50321,41.53997,-93.67184,Des Moines,America/Chicago
50322,41.63383,-93.73589,Urbandale,America/Chicago
50323,41.63894,-93.8185,Urbandale,America/Chicago
50324,41.60471,-93.71273,Windsor Heights,America/Chicago
50325,41.61475,-93.79864,Clive,America/Chicago
50327,41.58402,-93.48856,Pleasant Hill,America/Chicago
50401,43.15389,-93.20006,Mason City,America/Chicago
50420,42.80621,-93.45677,Alexander,America/Chicago
50421,42.84246,-93.62148,Belmond,America/Chicago
50423,43.11054,-93.81244,Britt,America/Chicago
50424,43.40366,-93.94939,Buffalo Center,America/Chicago
50426,43.41507,-93.01718,Carpenter,America/Chicago
50427,42.83557,-93.22116,Chapin,America/Chicago
50428,43.13573,-93.38815,Clear Lake,America/Chicago
50430,42.97734,-93.95653,Corwith,America/Chicago
50431,42.73648,-93.36989,Coulter,America/Chicago
50432,43.22394,-93.79794,Crystal Lake,America/Chicago
50433,42.92852,-93.04774,Dougherty,America/Chicago
50434,43.25857,-93.45758,Fertile,America/Chicago
50435,43.15752,-92.76877,Floyd,America/Chicago
50436,43.26256,-93.66242,Forest City,America/Chicago
50438,43.11018,-93.61841,Garner,America/Chicago
50439,42.94578,-93.6345,Goodell,America/Chicago
50440,43.33213,-93.06891,Grafton,America/Chicago
50441,42.73938,-93.22146,Hampton,America/Chicago
50444,43.29258,-93.38601,Hanlontown,America/Chicago
50446,43.33821,-93.45394,Joice,America/Chicago
50447,42.92719,-93.80118,Kanawha,America/Chicago
50448,43.35053,-93.24753,Kensett,America/Chicago
50449,43.00129,-93.55629,Klemme,America/Chicago
50450,43.42045,-93.51998,Lake Mills,America/Chicago
50451,43.37746,-94.09134,Lakota,America/Chicago
50452,42.77969,-93.37542,Latimer,America/Chicago
50453,43.3664,-93.65258,Leland,America/Chicago
50454,43.38505,-92.73935,Little Cedar,America/Chicago
50455,43.45695,-92.64981,McIntire,America/Chicago
50456,43.28812,-93.21579,Manly,America/Chicago
50457,42.91418,-93.4928,Meservey,America/Chicago
50458,43.15969,-93.00609,Nora Springs,America/Chicago
50459,43.4458,-93.25445,Northwood,America/Chicago
50460,43.2259,-92.6902,Orchard,America/Chicago
50461,43.29995,-92.81412,Osage,America/Chicago
50464,43.25146,-93.0765,Plymouth,America/Chicago
50465,43.48703,-93.91056,Rake,America/Chicago
50466,43.38782,-92.53815,Riceville,America/Chicago
50467,43.20916,-93.06608,Rock Falls,America/Chicago
50468,43.04631,-92.95703,Rockford,America/Chicago
50469,42.99922,-93.19767,Rockwell,America/Chicago
50470,42.74652,-93.55374,Rowan,America/Chicago
50471,43.16486,-92.87834,Rudd,America/Chicago
50472,43.42265,-92.94644,Saint Ansgar,America/Chicago
50473,43.46402,-93.67429,Scarville,America/Chicago
50475,42.87902,-93.21852,Sheffield,America/Chicago
50476,43.4527,-92.76311,Stacyville,America/Chicago
50477,42.98743,-93.32731,Swaledale,America/Chicago
50478,43.40377,-93.78448,Thompson,America/Chicago
50479,42.94121,-93.4082,Thornton,America/Chicago
50480,43.25097,-94.05272,Titonka,America/Chicago
50482,43.12356,-93.48167,Ventura,America/Chicago
50483,43.11174,-93.99719,Wesley,America/Chicago
50484,43.23609,-93.91084,Woden,America/Chicago
50501,42.49244,-94.18967,Fort Dodge,America/Chicago
50510,42.76084,-94.98216,Albert City,America/Chicago
50511,43.07483,-94.21894,Algona,America/Chicago
50514,43.41374,-94.47361,Armstrong,America/Chicago
50515,43.01993,-94.87812,Ayrshire,America/Chicago
50516,42.62566,-94.13545,Badger,America/Chicago
50517,43.30099,-94.23452,Bancroft,America/Chicago
50518,42.51212,-94.38241,Barnum,America/Chicago
50519,42.90314,-94.26542,Bode,America/Chicago
50520,42.80524,-94.39772,Bradgate,America/Chicago
50521,42.3462,-94.10276,Burnside,America/Chicago
50522,43.18562,-94.18576,Burt,America/Chicago
50523,42.36783,-94.29357,Callender,America/Chicago
50524,42.59992,-94.35799,Clare,America/Chicago
50525,42.73875,-93.74907,Clarion,America/Chicago
50527,42.96899,-94.79288,Curlew,America/Chicago
50528,43.13717,-94.54023,Cylinder,America/Chicago
50529,42.72216,-94.20101,Dakota City,America/Chicago
50530,42.27021,-94.04173,Dayton,America/Chicago
50531,43.45841,-94.61417,Dolliver,America/Chicago
50532,42.46212,-94.00175,Duncombe,America/Chicago
50533,42.65251,-93.91109,Eagle Grove,America/Chicago
50535,42.45138,-95.16167,Early,America/Chicago
50536,43.11605,-94.69716,Emmetsburg,America/Chicago
50538,42.28422,-94.43024,Farnhamville,America/Chicago
50539,43.23543,-94.41849,Fenton,America/Chicago
50540,42.60019,-94.8407,Fonda,America/Chicago
50541,42.71569,-94.44715,Gilmore City,America/Chicago
50542,42.7794,-93.94594,Goldfield,America/Chicago
50543,42.27434,-94.30666,Gowrie,America/Chicago
50544,42.2537,-94.17042,Harcourt,America/Chicago
50545,42.79651,-94.08111,Hardy,America/Chicago
50546,42.84388,-94.70347,Havelock,America/Chicago
50548,42.71275,-94.22645,Humboldt,America/Chicago
50551,42.48242,-94.75484,Jolley,America/Chicago
50552,42.45638,-94.46068,Knierim,America/Chicago
50554,42.84648,-94.84118,Laurens,America/Chicago
50556,43.45276,-94.20114,Ledyard,America/Chicago
50557,42.35544,-94.04409,Lehigh,America/Chicago
50558,42.86717,-94.16607,Livermore,America/Chicago
50559,43.20912,-94.32477,Lone Rock,America/Chicago
50560,42.95581,-94.1043,Lu Verne,America/Chicago
50561,42.42122,-94.84794,Lytton,America/Chicago
50562,42.96158,-94.64173,Mallard,America/Chicago
50563,42.52802,-94.52515,Manson,America/Chicago
50565,42.86118,-94.99698,Marathon,America/Chicago
50566,42.43925,-94.32889,Moorland,America/Chicago
50567,42.52146,-95.08935,Nemaha,America/Chicago
50568,42.62171,-94.99395,Newell,America/Chicago
50569,42.4032,-94.13841,Otho,America/Chicago
50570,42.89359,-94.36585,Ottosen,America/Chicago
50571,42.63485,-94.5806,Palmer,America/Chicago
50573,42.8768,-94.62255,Plover,America/Chicago
50574,42.71891,-94.69967,Pocahontas,America/Chicago
50575,42.5588,-94.70065,Pomeroy,America/Chicago
50576,42.80267,-95.17727,Rembrandt,America/Chicago
50577,42.85774,-93.97902,Renwick,America/Chicago
50578,43.30081,-94.54775,Ringsted,America/Chicago
50579,42.39356,-94.6345,Rockwell City,America/Chicago
50581,42.84735,-94.54506,Rolfe,America/Chicago
50582,42.79338,-94.30217,Rutland,America/Chicago
50583,42.43049,-94.98595,Sac City,America/Chicago
50585,42.91154,-95.1407,Sioux Rapids,America/Chicago
50586,42.40472,-94.43204,Somers,America/Chicago
50588,42.65777,-95.16391,Storm Lake,America/Chicago
50590,43.40647,-94.30303,Swea City,America/Chicago
50591,42.67683,-94.05478,Thor,America/Chicago
50592,42.72927,-95.18345,Truesdale,America/Chicago
50593,42.65796,-94.89832,Varina,America/Chicago
50594,42.58561,-94.03949,Vincent,America/Chicago
50595,42.46097,-93.82154,Webster City,America/Chicago
50597,42.97379,-94.45048,West Bend,America/Chicago
50598,43.08023,-94.41841,Whittemore,America/Chicago
50599,42.58089,-93.81471,Woolstock,America/Chicago
50601,42.56612,-93.05665,Ackley,America/Chicago
50602,42.74036,-92.80581,Allison,America/Chicago
50603,43.18893,-92.45834,Alta Vista,America/Chicago
50604,42.60484,-92.90299,Aplington,America/Chicago
50605,42.83559,-93.03276,Aredale,America/Chicago
50606,42.74669,-91.68299,Arlington,America/Chicago
50607,42.60872,-91.74747,Aurora,America/Chicago
50608,42.58815,-92.96075,Austinville,America/Chicago
50609,42.23066,-92.81046,Beaman,America/Chicago
50611,42.8193,-92.91114,Bristow,America/Chicago
50612,42.28546,-92.38687,Buckingham,America/Chicago
50613,42.53358,-92.49069,Cedar Falls,America/Chicago
50616,43.07978,-92.66104,Charles City,America/Chicago
50619,42.79725,-92.66266,Clarksville,America/Chicago
50620,43.15712,-92.5912,Colwell,America/Chicago
50621,42.24738,-92.91904,Conrad,America/Chicago
50622,42.67358,-92.33358,Denver,America/Chicago
50623,42.52693,-92.20962,Dewar,America/Chicago
50624,42.46874,-92.65879,Dike,America/Chicago
50625,42.75071,-92.98691,Dumont,America/Chicago
50626,42.58028,-92.17049,Dunkerton,America/Chicago
50627,42.34982,-93.095,Eldora,America/Chicago
50628,43.26655,-92.39134,Elma,America/Chicago
50629,42.64222,-92.081,Fairbank,America/Chicago
50630,42.95651,-92.21346,Fredericksburg,America/Chicago
50631,42.88254,-92.30929,Frederika,America/Chicago
50632,42.07667,-92.70299,Garwin,America/Chicago
50633,42.67203,-93.12664,Geneva,America/Chicago
50634,42.4181,-92.21422,Gilbertville,America/Chicago
50635,42.19886,-92.69896,Gladbrook,America/Chicago
50636,42.89439,-92.80745,Greene,America/Chicago
50638,42.35654,-92.79495,Grundy Center,America/Chicago
50641,42.59746,-91.91961,Hazleton,America/Chicago
50642,42.44024,-92.81243,Holland,America/Chicago
50643,42.36413,-92.47402,Hudson,America/Chicago
50644,42.47751,-91.89721,Independence,America/Chicago
50645,43.02174,-92.44952,Ionia,America/Chicago
50647,42.64787,-92.48026,Janesville,America/Chicago
50648,42.45182,-92.09465,Jesup,America/Chicago
50649,42.66249,-92.90973,Kesley,America/Chicago
50650,42.61915,-91.65429,Lamont,America/Chicago
50651,42.32271,-92.19993,La Porte City,America/Chicago
50652,42.26454,-92.69234,Lincoln,America/Chicago
50653,42.96737,-92.88927,Marble Rock,America/Chicago
50654,42.45812,-91.60933,Masonville,America/Chicago
50655,42.77232,-91.9016,Maynard,America/Chicago
50657,42.34454,-92.67399,Morrison,America/Chicago
50658,42.95024,-92.53782,Nashua,America/Chicago
50659,43.08749,-92.3221,New Hampton,America/Chicago
50660,42.58099,-92.63752,New Hartford,America/Chicago
50662,42.68748,-91.93396,Oelwein,America/Chicago
50664,42.70698,-92.07222,Oran,America/Chicago
50665,42.58078,-92.7717,Parkersburg,America/Chicago
50666,42.85995,-92.50933,Plainfield,America/Chicago
50667,42.47003,-92.22545,Raymond,America/Chicago
50668,42.69087,-92.2265,Readlyn,America/Chicago
50669,42.33309,-92.6124,Reinbeck,America/Chicago
50670,42.68425,-92.61586,Shell Rock,America/Chicago
50671,42.6523,-91.7997,Stanley,America/Chicago
50672,42.4247,-93.06545,Steamboat Rock,America/Chicago
50673,42.52505,-92.7113,Stout,America/Chicago
50674,42.84202,-92.11746,Sumner,America/Chicago
50675,42.19884,-92.4928,Traer,America/Chicago
50676,42.7943,-92.27895,Tripoli,America/Chicago
50677,42.76363,-92.43775,Waverly,America/Chicago
50680,42.44956,-92.92505,Wellsburg,America/Chicago
50681,42.77754,-92.00931,Westgate,America/Chicago
50682,42.45241,-91.69893,Winthrop,America/Chicago
50701,42.4171,-92.34448,Waterloo,America/Chicago
50702,42.45745,-92.31283,Waterloo,America/Chicago
50703,42.54817,-92.28195,Waterloo,America/Chicago
50707,42.4771,-92.27918,Evansdale,America/Chicago
50801,41.07959,-94.39224,Creston,America/Chicago
50830,41.0242,-94.19037,Afton,America/Chicago
50831,40.94938,-94.22341,Arispe,America/Chicago
50833,40.66956,-94.70309,Bedford,America/Chicago
50835,40.70769,-94.3675,Benton,America/Chicago
50836,40.63116,-94.49689,Blockton,America/Chicago
50837,41.22878,-94.68367,Bridgewater,America/Chicago
50839,41.04874,-94.82206,Carbon,America/Chicago
50840,40.79378,-94.48413,Clearfield,America/Chicago
50841,41.01147,-94.76342,Corning,America/Chicago
50842,41.03991,-94.4618,Cromwell,America/Chicago
50843,41.24057,-94.88913,Cumberland,America/Chicago
50845,40.81683,-94.3523,Diagonal,America/Chicago
50846,41.31081,-94.56839,Fontanelle,America/Chicago
50847,41.14168,-94.98405,Grant,America/Chicago
50848,40.78685,-94.76758,Gravity,America/Chicago
50849,41.30004,-94.40176,Greenfield,America/Chicago
50851,40.90327,-94.53637,Lenox,America/Chicago
50853,41.23869,-94.77455,Massena,America/Chicago
50854,40.69089,-94.21977,Mount Ayr,America/Chicago
50857,40.94045,-94.88011,Nodaway,America/Chicago
50858,41.20961,-94.40902,Orient,America/Chicago
50859,41.06505,-94.60027,Prescott,America/Chicago
50860,40.62253,-94.34949,Redding,America/Chicago
50861,40.91163,-94.25685,Shannon City,America/Chicago
50862,40.81304,-94.65136,Sharpsburg,America/Chicago
50863,40.84701,-94.17318,Tingley,America/Chicago
50864,40.97648,-94.98009,Villisca,America/Chicago
51001,42.83854,-96.54551,Akron,America/Chicago
51002,42.69859,-95.31863,Alta,America/Chicago
51003,42.98355,-95.98642,Alton,America/Chicago
51004,42.3762,-95.916,Anthon,America/Chicago
51005,42.72044,-95.42405,Aurelia,America/Chicago
51006,42.31088,-95.61299,Battle Creek,America/Chicago
51007,42.40225,-96.18857,Bronson,America/Chicago
51008,42.81127,-96.26724,Brunsville,America/Chicago
51009,42.94499,-95.55142,Calumet,America/Chicago
51010,42.09309,-95.92044,Castana,America/Chicago
51011,42.91562,-96.51388,Chatsworth,America/Chicago
51012,42.74474,-95.56171,Cherokee,America/Chicago
51014,42.78428,-95.71155,Cleghorn,America/Chicago
51015,42.33936,-96.08107,Climbing Hill,America/Chicago
51016,42.46907,-95.80113,Correctionville,America/Chicago
51018,42.44884,-95.67814,Cushing,America/Chicago
51019,42.2721,-95.72615,Danbury,America/Chicago
51020,42.51215,-95.41249,Galva,America/Chicago
51022,42.97819,-95.84722,Granville,America/Chicago
51023,43.00893,-96.46845,Hawarden,America/Chicago
51024,42.6201,-96.26564,Hinton,America/Chicago
51025,42.4973,-95.55853,Holstein,America/Chicago
51026,42.24857,-96.07592,Hornick,America/Chicago
51027,42.96575,-96.32791,Ireton,America/Chicago
51028,42.59909,-95.99199,Kingsley,America/Chicago
51029,42.88549,-95.5414,Larrabee,America/Chicago
51030,42.49791,-96.19365,Lawton,America/Chicago
51031,42.80282,-96.18092,Le Mars,America/Chicago
51033,42.91653,-95.25324,Linn Grove,America/Chicago
51034,42.16241,-95.78947,Mapleton,America/Chicago
51035,42.78086,-95.80054,Marcus,America/Chicago
51036,42.97074,-96.18938,Maurice,America/Chicago
51037,42.82567,-95.64269,Meriden,America/Chicago
51038,42.7056,-96.31569,Merrill,America/Chicago
51039,42.45655,-96.05381,Moville,America/Chicago
51040,42.03073,-96.0706,Onawa,America/Chicago
51041,43.02443,-96.07701,Orange City,America/Chicago
51044,42.30113,-95.91716,Oto,America/Chicago
51045,42.82019,-96.05772,Oyens,America/Chicago
51046,42.96621,-95.67949,Paullina,America/Chicago
51047,42.93523,-95.35752,Peterson,America/Chicago
51048,42.57963,-95.86412,Pierson,America/Chicago
51049,42.63005,-95.64463,Quimby,America/Chicago
51050,42.79545,-95.94772,Remsen,America/Chicago
51051,42.20443,-95.96988,Rodney,America/Chicago
51052,42.31063,-96.26343,Salix,America/Chicago
51053,42.4938,-95.28842,Schaller,America/Chicago
51054,42.37832,-96.33159,Sergeant Bluff,America/Chicago
51055,42.21162,-96.26069,Sloan,America/Chicago
51056,42.23443,-95.95391,Smithland,America/Chicago
51058,42.98367,-95.46879,Sutherland,America/Chicago
51060,42.04189,-95.69844,Ute,America/Chicago
51061,42.57983,-95.72036,Washta,America/Chicago
51062,42.70623,-96.53511,Westfield,America/Chicago
51063,42.13103,-96.18611,Whiting,America/Chicago
51101,42.49413,-96.39361,Sioux City,America/Chicago
51103,42.52173,-96.44642,Sioux City,America/Chicago
51104,42.53518,-96.40389,Sioux City,America/Chicago
51105,42.50808,-96.3671,Sioux City,America/Chicago
51106,42.46292,-96.32,Sioux City,America/Chicago
51108,42.56625,-96.34858,Sioux City,America/Chicago
51109,42.59873,-96.47804,Sioux City,America/Chicago
51111,42.41129,-96.38606,Sioux City,America/Chicago
51201,43.18331,-95.8657,Sheldon,America/Chicago
51230,43.3562,-96.32217,Alvord,America/Chicago
51231,43.10567,-95.74131,Archer,America/Chicago
51232,43.30097,-95.8162,Ashton,America/Chicago
51234,43.19412,-96.01992,Boyden,America/Chicago
51235,43.29488,-96.21531,Doon,America/Chicago
51237,43.33885,-96.0005,George,America/Chicago
51238,43.0758,-95.89071,Hospers,America/Chicago
51239,43.20238,-96.14522,Hull,America/Chicago
51240,43.30986,-96.45727,Inwood,America/Chicago
51241,43.44992,-96.46001,Larchwood,America/Chicago
51242,43.43227,-96.33806,Lester,America/Chicago
51243,43.4425,-95.90287,Little Rock,America/Chicago
51244,43.2443,-95.93436,Matlock,America/Chicago
51245,43.07788,-95.60149,Primghar,America/Chicago
51246,43.42764,-96.16564,Rock Rapids,America/Chicago
51247,43.19259,-96.33723,Rock Valley,America/Chicago
51248,43.20445,-95.65911,Sanborn,America/Chicago
51249,43.41068,-95.73203,Sibley,America/Chicago
51250,43.08437,-96.21232,Sioux Center,America/Chicago
51301,43.15314,-95.14973,Spencer,America/Chicago
51331,43.36431,-95.13028,Arnolds Park,America/Chicago
51333,43.1324,-95.00437,Dickens,America/Chicago
51334,43.40379,-94.80698,Estherville,America/Chicago
